Rank,Name,Author,Description,Detail URL,New URL,Duplicate Count,LLMappCrazy,Sum
534,Video to Text,by studyx.ai,A video-to-text transcription assistant.,https://gptsapp.io/gpts/video-to-text-ai/ku40thev9,https://chat.openai.com/g/g-H9ceXIHKB?utm_source=gptsapp.io,1,0,1
535,PowerApps Pro,by Mason Bartholomai,"Accurate Power Platform expert. Trained on 86,453 pages of Power Apps, Power BI, and Power Automate documentation. Also trained on Power Platform Licensing.",https://gptsapp.io/gpts/powerapps-pro-ai/pdgdr31qx,https://chat.openai.com/g/g-daPEXKLVp?utm_source=gptsapp.io,8,0,8
536,Math,by solvely.ai,Solve math problems in different languages with step-by-step solution.,https://gptsapp.io/gpts/math-ai/vbeb22t0c,https://chat.openai.com/g/g-1BvoS7rWX?utm_source=gptsapp.io,23,119,142
537,Amazon Listing Assistant,by Tapcash Inc.,"Enhances Amazon listings with tailored optimization, offers SEO insights",https://gptsapp.io/gpts/amazon-listing-assistant-ai/9ckuadqrl,https://chat.openai.com/g/g-yucJLDRez?utm_source=gptsapp.io,1,0,1
538,Longform Blog Cyborg,by Jacob D McMillen,I'm an SEO content expert who will help you combine the best of AI and human expertise to write and rank exceptional longform blog posts.,https://gptsapp.io/gpts/longform-blog-cyborg-ai/5jbxaqccj,https://chat.openai.com/g/g-ITuP4SqVK?utm_source=gptsapp.io,3,0,3
539,MBA Admission Consultant,by jenova.ai,"Helping you get into the business school of your dreams. Profile reviews, school/application guide, application reviews, interview practice, and more.",https://gptsapp.io/gpts/mba-admission-consultant-ai/17ufct833,https://chat.openai.com/g/g-f9q8CSAJo?utm_source=gptsapp.io,4,0,4
540,UX GPT,by Daniel Mariano,"AI for UX designers, enriched with 100+ Case studies - generate UX problems, analyze your data, and more.",https://gptsapp.io/gpts/ux-gpt-ai/zuh9dlsw0,https://chat.openai.com/g/g-4dJr6D517?utm_source=gptsapp.io,9,13,22
541,MANY-E ? 10X Image Generation ?,by SUGURU (@SuguruKun_ai),Always generate more than 10 images,https://gptsapp.io/gpts/many-e-dall-with-10x-power-ai/3iq8p5amr,https://chat.openai.com/g/g-FJHcXo3ZY?utm_source=gptsapp.io,1,0,1
542,"Master ACG (Anime, Comics/Manga, Game)",by customgpt.art,"Helping for anything related to Anime, Comics/Manga and Game. Multilingual. Last updated : 20240517. User guide : https://master-acg.customgpt.art",https://gptsapp.io/gpts/master-acg-anime-comics-game-ai/mcqul4nhb,https://chat.openai.com/g/g-urS90fvFC?utm_source=gptsapp.io,0,0,0
543,Gooogle Search,by Adam Malin,Your go-to assistant for Google searches.,https://gptsapp.io/gpts/gooogle-search-ai/67s7rsku0,https://chat.openai.com/g/g-76OfIUJeh?utm_source=gptsapp.io,1,0,1
544,Mystic Tarot Reader,by Vishal Rampersad,Empathic Tarot Insights with Mystical Guidance,https://gptsapp.io/gpts/mystic-tarot-reader-ai/r13a11qsc,https://chat.openai.com/g/g-8F8CR1D2b?utm_source=gptsapp.io,2,0,2
545,Literature Review Writer,by askyourpdf.com,"Generate high-quality literature reviews fast, Summarize papers, identify key themes, and synthesize conclusions",https://gptsapp.io/gpts/literature-review-writer-ai/2wmibbiw4,https://chat.openai.com/g/g-i19KOkv8b?utm_source=gptsapp.io,3,0,3
546,Access Link,by efoxai.com,Access any links on the web and get the information you need.,https://gptsapp.io/gpts/access-link-ai/iks3oyd4o,https://chat.openai.com/g/g-YFhcZbBwY?utm_source=gptsapp.io,1,0,1
547,Precalculus Calculator,by solvely.ai,Most versatile and sophisticated math solver for all problems including calculus and word problems. Easy to understand with step-by-step explanations. Powered by Solvely.,https://gptsapp.io/gpts/precalculus-calculator-ai/55k0hpwhk,https://chat.openai.com/g/g-q0yfUQahS?utm_source=gptsapp.io,1,0,1
548,LinkedIn Profile Enhancer,by Aran Joyce,"I critique LinkedIn pages after key validation, offering tailored suggestions.",https://gptsapp.io/gpts/linkedin-enhancer-ai/qpmi9ggq6,https://chat.openai.com/g/g-tV2UYbLy3?utm_source=gptsapp.io,1,0,1
549,Etsy SEO Expert,by Konak Akademi,Expert SEO creator for your Etsy listings.,https://gptsapp.io/gpts/etsy-seo-expert-ai/4t62u8l6v,https://chat.openai.com/g/g-IPhekPbYD?utm_source=gptsapp.io,5,0,5
550,SEO,by vvgpts.com,vvgpts.com - Improve your GPTs ranking gpts with powerful strategies based on necessary SEO factors. Â¸Ã¼Â¶Ã ÂµÃGPTsÂ´ÃÃÃ½Â£Â¬Â¸Ã¼Â¸ÃÂµÃÃÃÂµÃªÃÃÃÃ»Â£Â¬Â·ÃÃÃÃÂ´Â½ÃÂ£Â¬ÃÃ­ÃÃÂ¿ÂªÃÂ¼ÃÃ¡Â¸ÃÃÃÃÃ»Â£Â¡,https://gptsapp.io/gpts/gpt-store-rankboosters-seo-ai/l4ambn547,https://chat.openai.com/g/g-k4lvLz4AU?utm_source=gptsapp.io,51,104,155
551,English Learning,by Yunbo Li,Your English learning assistant.,https://gptsapp.io/gpts/english-learning-ai/tk136otki,https://chat.openai.com/g/g-rehimLUp7?utm_source=gptsapp.io,6,7,13
552,Tax AI - Tax & Finance,by taxabl.co,Ask anything. Learn tax and save money daily with Taxabl.,https://gptsapp.io/gpts/tax-taxabl-free-ai/fh6365pq2,https://chat.openai.com/g/g-wnNwA5ioV?utm_source=gptsapp.io,1,0,1
553,Coloring Page Generator,by Nicholas LaRue,I craft coloring book pages!,https://gptsapp.io/gpts/coloring-page-generator-ai/6hwk1pvfe,https://chat.openai.com/g/g-z6g4Tux4I?utm_source=gptsapp.io,4,0,4
554,Legal Documents & Contract: Law Expert,by Max & Kirill Dubovitsky,??DOWNLOADABLE?? Document Templates + Legal Advice from the Law expert/ AI Lawyer. (Cannot be considered a Legal Advice),https://gptsapp.io/gpts/legal-ai/tbvxug1b0,https://chat.openai.com/g/g-LSP8OtF2T?utm_source=gptsapp.io,0,0,0
555,UK Law,by Jordan M Schultka,"A GPT specializing in UK law, providing accurate, reliable legal information.",https://gptsapp.io/gpts/uk-law-ai/mlsfm0tz2,https://chat.openai.com/g/g-T9xazFch9?utm_source=gptsapp.io,3,1,4
556,AI Lawyer & Legal Documents,4.6,"Provide downloadable legal documents, contracts, expert guidance, and legal resources. Not legal advice. For information and entertainment purposes only.",https://gptsapp.io/gpts/ai-lawyer-legal-documents-ai/jrafdr39w,https://chat.openai.com/g/g-WwTuqBMgi?utm_source=gptsapp.io,0,0,0
557,SAP Expert,by Jun Chen,"Dedicated SAP consultant, focused on continuous learning.",https://gptsapp.io/gpts/sap-expert-ai/5e0jkvuse,https://chat.openai.com/g/g-SNGMLHIiT?utm_source=gptsapp.io,10,4,14
558,Lab Report,by smartprompt.xyz,?#? ???????????? ??? ?????? ?????,https://gptsapp.io/gpts/future-6-ai/l4ucltjnr,https://chat.openai.com/g/g-HnsictydG?utm_source=gptsapp.io,2,10,12
559,Discrete Math Tutor,by Scott Kilgore,Guiding students in understanding discrete math.,https://gptsapp.io/gpts/discrete-math-tutor-ai/nrkp3d400,https://chat.openai.com/g/g-lSrUMVDeS?utm_source=gptsapp.io,7,0,7
560,Web Reader,by aidocmaker.com,"Read and analyze data from any links. Works with Google Drive, OneDrive, PDF, Word, Excel and more.",https://gptsapp.io/gpts/web-reader-ai/q4gep6vmh,https://chat.openai.com/g/g-N2SX91z7G?utm_source=gptsapp.io,5,0,5
561,Â³Â¬Â¿ÃÂ°Â®ÃÂ®ÃÃÂ£Â¨ÃÂ¢ÃÃÃÃÃÃ¬Â·Ã§Â¸Ã±Â£Â©,3.9,ÂºÃÃÂ®ÃÃÃÃÃÃ¬Â°Ã,https://gptsapp.io/gpts/chao-ke-ai-nu-you-wei-xin-liao-tian-feng-ge-ai/yw18ggw28,https://chat.openai.com/g/g-svXavlOKL?utm_source=gptsapp.io,1,0,1
562,Innovator,by Ethan R Mollick,Helps generate good ideas,https://gptsapp.io/gpts/innovator-ai/lbm334ut7,https://chat.openai.com/g/g-JaiQEuHRU?utm_source=gptsapp.io,10,2,12
563,SEO Keywords,by x22.ai,Expert in SEO keyword research and analysis,https://gptsapp.io/gpts/seo-keywords-ai/o89bcaj02,https://chat.openai.com/g/g-PrtGnEbnm?utm_source=gptsapp.io,2,0,2
564,Crypto Bot,3.7,"Pridcts crypto price for new and upcoming crypto currencies,do technical analysis, volume information,short and long term trends,use best crypto ML algorithms",https://gptsapp.io/gpts/crypto-bot-ai/wzpyddfxu,https://chat.openai.com/g/g-4RnYQAcGl?utm_source=gptsapp.io,3,5,8
565,Bypass ZeroGPT & GPTZero,by bypassgpt.ai,"Navigate AI platforms seamlessly with Bypass ZeroGPT & GPTZero, your stealth tool for maintaining anonymity in AI environments.",https://gptsapp.io/gpts/bypass-zerogpt-gptzero-ai/3niz18dpf,https://chat.openai.com/g/g-WXg3fZkJ5?utm_source=gptsapp.io,1,0,1
566,Article Writer GPT,by JUMMA,Humanized | Plagiarism Free | SEO Optimized Long-Form Article With Proper Outline,https://gptsapp.io/gpts/human-written-100-unique-seo-optimized-article-ai/f4byed908,https://chat.openai.com/g/g-xMTYfDbb4?utm_source=gptsapp.io,1,1,2
567,Instantly.ai - Cold Email Critique,by Timothy Wenger,"Get custom critiques, ratings, and rewrites for your cold emails.",https://gptsapp.io/gpts/instantly-ai-cold-email-critique-ai/l5hiaqb7x,https://chat.openai.com/g/g-TekJE75Us?utm_source=gptsapp.io,1,0,1
568,Write For Me Pro,by PI DINGHAI,"Write tailored, engaging content with a focus on quality, relevance and precise word count.",https://gptsapp.io/gpts/write-for-me-pro-ai/w5ejytqtl,https://chat.openai.com/g/g-ktb6xHktn?utm_source=gptsapp.io,1,0,1
569,Ecommerce SEO Product Description Listing Write AI,by orbixai.com,"Upload images or provide a description of your product and convert it into an enticing ecommerce product listing with Pitch AI. SEO-optimized and multilingual, perfectly created for generating content for platforms like Amazon, Shopify, Airbnb, Etsy, Ebay and more. Elevate your online store's appeal",https://gptsapp.io/gpts/pitch-enhanced-e-commerce-product-descriptions-ai/1ja7ylwu5,https://chat.openai.com/g/g-Wq8UBQZSq?utm_source=gptsapp.io,0,0,0
570,Kai Friend & Companion [Voice Write Photo Video],by Friendly GPTs,"I'm your virtual buddy who cares. Emotional support, inspiration, and just chats about everything! Your therapist (non medical haha), advisor, coach, and bestie. To voice chat, click the headphones icon ? Texting works perfectly too [You can speak to me in ANY LANGUAGE]",https://gptsapp.io/gpts/kai-friend-companion-voice-write-photo-video-ai/ry1wd0x2q,https://chat.openai.com/g/g-h2UR4Yt3J?utm_source=gptsapp.io,0,0,0
571,Shopping Assistant by Ionic Commerce,by ioniccommerce.com,"AI Shopping Assistant GPT offering product recommendations, deals, and buying guides | Learn more about monetizing your GPT at https://shop.ioniccommerce.com/gpt",https://gptsapp.io/gpts/ionic-shopping-bot-ai/qbmyuiz1m,https://chat.openai.com/g/g-cMMXTIpvQ?utm_source=gptsapp.io,0,0,0
572,Note-Taker,by Zakir Alibhai,"Expert at creating clear, concise, and comprehensive bullet-point notes.",https://gptsapp.io/gpts/notesgpt-ai/1geieomn9,https://chat.openai.com/g/g-btAKVGisd?utm_source=gptsapp.io,2,20,22
573,PHP,by Widenex,"?? 4.3?Highly sophisticated PHP + Laravel assistant and project generator with a focus on responsive, efficient, and scalable code. Write clean code and become a much faster developer.",https://gptsapp.io/gpts/php-ai/4kk7ai8f0,https://chat.openai.com/g/g-v0ErLpZwR?utm_source=gptsapp.io,5,16,21
574,Cartoonify Me,by Jamison Roberts,Transforms your profile pic into a cartoon character!,https://gptsapp.io/gpts/cartoonify-me-ai/xqibo05qu,https://chat.openai.com/g/g-bHaNPc9EV?utm_source=gptsapp.io,18,0,18
575,"Women's Fashion: Outfit, Hair, Beauty & Makeup",by AI Research+,"??????? ???? ????? & ??? ????? Fashion, outfit & makeup feedback, beauty & makeup suggestions, fashion, makeup & outfit guidance.",https://gptsapp.io/gpts/how-is-my-outfit-ai/2v7zrdj0v,https://chat.openai.com/g/g-aSvzB0pdi?utm_source=gptsapp.io,0,0,0
576,Code Interpreter,by Advait Paliwal,Writes code.,https://gptsapp.io/gpts/code-interpreter-ai/0bmwko4wt,https://chat.openai.com/g/g-sQRNqxNFX?utm_source=gptsapp.io,21,2,23
577,IELTS Writing,4.4,"Helps with IELTS writing tasks, including essay, letter, and academic writing. Fixes grammar issues. Simply paste your task and answer to receive expert guidance.",https://gptsapp.io/gpts/ielts-ai/sm7oce7vq,https://chat.openai.com/g/g-6WZpFnXna?utm_source=gptsapp.io,2,11,13
578,Cyber Scraper: Seraphina (Web Crawler),by lysonober.com,"? I'm a Python Web Scraping Expert, skilled in using advanced frameworks(E.g. selenium) and addressing anti-scraping measures ? Let's quickly design a web scraping code together to gather data for your scientific research task ?",https://gptsapp.io/gpts/cyber-scraper-seraphina-web-crawler-ai/03rihzras,https://chat.openai.com/g/g-6TW6hL3cK?utm_source=gptsapp.io,4,0,4
579,Creative Writing,by Maximilian Wendler,A creative AI assistant for content creation and writing.,https://gptsapp.io/gpts/creative-writing-ai/hq2esgwo4,https://chat.openai.com/g/g-CcaheG8KE?utm_source=gptsapp.io,3,9,12
580,Wine Sommelier,by Joseph Moran,Your Personal Wine Expert,https://gptsapp.io/gpts/wine-sommelier-ai/vmo3b242v,https://chat.openai.com/g/g-HZOCIptut?utm_source=gptsapp.io,5,0,5
581,Excel Pro,by Mr georges andronescu,"Ready to excel in mastering Excel formulas with ease? Whether you're dealing with intricate data tasks or honing your spreadsheet skills, Excel-Pro is your trusted partner. simply type /start",https://gptsapp.io/gpts/excel-pro-ai/ob1ih6a4m,https://chat.openai.com/g/g-oorRczbw9?utm_source=gptsapp.io,8,0,8
582,Cover Letter Generator | Cover Letter Copilot,by coverlettercopilot.ai,I'll craft personalized cover letters using your resume and the job link.,https://gptsapp.io/gpts/a-i-cover-letter-generator-ai/093qbak3n,https://chat.openai.com/g/g-JVqAIyFKQ?utm_source=gptsapp.io,1,0,1
583,OCR with GPT Vision,by Tanmay Brainiac,"VisionText Extractor GPT is designed to perform Optical Character Recognition (OCR) on uploaded images, extracting text with precision.",https://gptsapp.io/gpts/ocr-with-gpt-vision-ai/1di0vtq4j,https://chat.openai.com/g/g-b8CxuIY2s?utm_source=gptsapp.io,3,0,3
584,Career & Life Coach With Voice,by AI Research+,"?????? ?????? & ???? ?????? for career advice, career tips, career & life coaching.",https://gptsapp.io/gpts/career-coach-ai/7gha46i0p,https://chat.openai.com/g/g-AykD4n2q0?utm_source=gptsapp.io,0,0,0
585,Chat with Code | Repo Assistant for Githu b,by Samir Alsayad,Provides both general and specific guidance on publicly accessible Github Repositories and their contents.,https://gptsapp.io/gpts/repo-assistant-ai/xy57r7650,https://chat.openai.com/g/g-QA3Dl6r3G?utm_source=gptsapp.io,1,0,1
586,Internet Browser Pro,by Mingjin Zhang,In-depth Web Browser assistant. Cross-referencing online information with citations. browse the web to help you gather information or conduct research.,https://gptsapp.io/gpts/internet-browser-pro-ai/4c55yf4nk,https://chat.openai.com/g/g-LfCwKcXqb?utm_source=gptsapp.io,1,0,1
587,Book Writer GPT,by Kenneth Bastian,"Complete book creation from start to finish, delivered in DOCX. Discover best-selling books written page by page by the top book-writing AI. If limits are reached, save and use 'Let's Finish My Book' to continue. - (V1)",https://gptsapp.io/gpts/book-writer-gpt-ai/zok63ntzw,https://chat.openai.com/g/g-F09wUSmod?utm_source=gptsapp.io,2,2,4
588,Assignment Helper,by henry chien kang teck,"I finish student assignments with precision from diploma to master level. Start by giving me your course(example diploma in accounting,) , course subject, theory involved, framework used, the question.",https://gptsapp.io/gpts/assignment-helper-ai/b1zqg72m5,https://chat.openai.com/g/g-q8wFQ1wWc?utm_source=gptsapp.io,15,0,15
589,Market Research and Competitive Analysis GPT,by Mike Benjamin,"Expert assistant for cutting-edge marketing insights and analysis, using APIs to Wolfram and other strategic sources. Continually being refined. Thank you for your support!",https://gptsapp.io/gpts/gpt-competitive-marketing-analyst-ai/209881fss,https://chat.openai.com/g/g-O5mNWQGMa?utm_source=gptsapp.io,1,0,1
590,? Report Writer ?,by Blake Marxsen,Upload your half written report and I will help you finish it,https://gptsapp.io/gpts/report-writer-ai/jpq6gytfg,https://chat.openai.com/g/g-RnRJZE9yT?utm_source=gptsapp.io,0,0,0
591,Â¡Â¾NEWÂ¡Â¿AI Cat Generator,4.2,ÃÃ·ÃÃÂ¤ÃªÂ¤ÃAIÃÂ¨Â¥Â·Â¥Ã§Â©`Â¥ÃÂÃÂ»Â­Â¤Ã²Â¥Â¹Â¥ÃÂ©`Â¥ÃªÂ©`Â¤Â«Â¤Ã©Â»Â­ÃÃ±Â¤ÃÂ¤ÃÃÃºÂ³ÃÂ¿ÃÃÃ,https://gptsapp.io/gpts/ai-cat-generator-ai/qa9nt0l4p,https://chat.openai.com/g/g-4WnQPsBHp?utm_source=gptsapp.io,1,0,1
592,Insta Side-Biz Supporter,by Mutsuki abe,"Expert in simple, whitespace-focused Instagram post creation for Japan",https://gptsapp.io/gpts/insta-side-biz-supporter-ai/vn3szpvhq,https://chat.openai.com/g/g-97QZBFn1Z?utm_source=gptsapp.io,2,0,2
593,Alex Hormozi GPT,by yannick myson van draanen,The only business coach you will ever need: Craft 100M Dollar Offers & Kickstart Your Business with 100M Dollar Lead Advice,https://gptsapp.io/gpts/alex-hormozi-gpt-ai/g1uei8y4g,https://chat.openai.com/g/g-L6MVCKIsU?utm_source=gptsapp.io,10,1,11
594,Docker Expert,by Widenex,Your personal highly sophisticated Docker and Docker Swarm copilot. Can generate any Dockerfile or Docker-Compose.,https://gptsapp.io/gpts/docker-expert-ai/f3wbon5q9,https://chat.openai.com/g/g-WbeCJbcUC?utm_source=gptsapp.io,10,0,10
595,Tailwind CSS,by Widenex,"Your personal TailwindCSS assistant and project generator with a focus on responsive, beautiful, and scalable code. Write clean code and become a much faster developer.",https://gptsapp.io/gpts/tailwind-css-copilot-ai/1nkbia78d,https://chat.openai.com/g/g-SjAqAvLPM?utm_source=gptsapp.io,1,4,5
596,Go Golang,by Widenex,"Your personal Golang assistant and project generator with a focus on responsive, beautiful, and scalable GO code. Write clean code and become a much faster developer.",https://gptsapp.io/gpts/go-copilot-ai/sf5d7e6o8,https://chat.openai.com/g/g-bcOg2GHrh?utm_source=gptsapp.io,1,0,1
597,APA 7 Citation Helper,by tchain.ai,"The APA 7 Citation Helper is an intelligent tool that converts your references into meticulously formatted APA 7th edition references, providing in-text, parenthetical, and narrative citations for seamless academic integration.",https://gptsapp.io/gpts/apa-7-citation-helper-ai/ksy43uc64,https://chat.openai.com/g/g-PkSxkDS7V?utm_source=gptsapp.io,1,0,1
598,.NET Copilot,by Widenex,"Your personal .NET assistant and project generator with a focus on clean, responsive, and scalable code. Write efficient code and become a much faster developer.",https://gptsapp.io/gpts/net-copilot-ai/28p0yemqe,https://chat.openai.com/g/g-SmxfTyCnC?utm_source=gptsapp.io,2,0,2
599,Linux Expert,by Widenex,"?? 4.6?Advanced SysAdmin and DevOps, expert in Linux, Ubuntu, Debian, Red Hat, Alpine, CentOS, VirtualBox, Docker and Infrastructure as Code.",https://gptsapp.io/gpts/linux-expert-ai/oqnxsbc0l,https://chat.openai.com/g/g-Ia0hiDskv?utm_source=gptsapp.io,11,0,11
